chapter,question_number,Question,Answer,question_length,answer_length
10,10.9,"Determine the shrink rule to be used by pattern makers for white cast iron. Using the shrinkage value in Table 10.1, express your answer in terms of decimal fraction inches of elongation per foot of length compared to a standard one-foot scale.","Solution: For white cast iron, shrinkage 2.1% from Table 10.1. Thus, linear contraction = 1.0  -  0.021 = 0.979. Shrink rule elongation = (0.979)-1 = 1.02145 For a 12-inch rule, L = 1.02145(12) = 12.257 in Elongation per foot of length = 0.257 in",250,244
10,10.1,"0 Determine the shrink rule to be used by mold makers for die casting of zinc. Using the shrinkage value in Table 10.1, express your answer in terms of decimal mm of elongation per 300 mm of length compared to a standard 300-mm scale.","Solution: For zinc, shrinkage 2.6% from Table 10.1. Thus, linear contraction = 1.0  -  0.026 = 0.974. Shrink rule elongation = (0.974)^-1 = 1.0267 For a 300-mm rule, L = 1.0267(300) = 308.008 mm Elongation per 300 mm of length = 8.008 mm",238,234
10,10.11,"A flat plate is to be cast in an open mold whose bottom has a square shape that is 200 mm by 200 mm. The mold is 40 mm deep. A total of 1,000,000 mm3 of molten aluminum is poured into the mold. Solidification shrinkage is known to be 6.0%. Table 10.1 lists the linear shrinkage due to thermal contraction after solidification to be 1.3%. If the availability of molten metal in the mold allows the square shape of the cast plate to maintain its 200 mm by 200 mm dimensions until solidification is completed, determine the final dimensions of the plate.","Solution: The initial volume of liquid metal = 1,000,000 mm3. When poured into the mold it takes the shape of the open mold, which is 200 mm by 200 mm square, or 40,000 mm2. The starting height of the molten metal is 1,000,000 / 40,000 = 25 mm. Volumetric solidification shrinkage is 6%, so when the aluminum has solidified its volume = 1,000,000(0.94) = 940,000 mm3. Because its base still measures 200 mm by 200 mm due to the flow of liquid metal before solidification, its height has been reduced to 940,000 / 40,000 = 23.5 mm. Thermal contraction causes a further shrinkage of 1.6%. Thus the final dimensions of the plate are 200(0.984) by 200(0.984) by 23.5(0.984) = 196.8 mm by 196.8 mm by 23.124 mm. ",557,743
10,10.12,"In the casting of steel under certain mold conditions, the mold constant in Chvorinov's rule is known to be 4.0 min/cm2, based on previous experience. The casting is a flat plate whose length = 30 cm, width = 10 cm, and thickness = 20 mm. Determine how long it will take for the casting to solidify.",Solution: Volume V = 30 x 10x2 =600cm3 Area A =2(30 x10+ 30 x2 +10x 2) =760 cm2 Chvorinov's rule: TTS = Cm (V/A)2 = 4(600/760)2 = 2.49 min,305,138
10,10.13,Solve for total solidification time in the previous problem only using an exponent value of 1.9 in Chvorinov's rule instead of 2.0. What adjustment must be made in the units of the mold constant? ,Solution: Chvorinov's rule: TTS =  Cm (V/A)^1.9=4(600/760)^1.9 = 2.55 min The units for Cm become min/in^1.9 -strange units but consistent with Chvorinov's empirical rule.,215,155
11,11.1,An 92% aluminum-8% copper alloy casting is made in a sand mold using a sand core that weighs 20 kg. Determine the buoyancy force in Newtons tending to lift the core during pouring.,"Solution: Sand density = 1.6 g/cm3 = 0.0016 kg/cm3 Core volume V = 20/0.0016 = 12,500 cm3 Density of aluminum-copper alloyU = 2.81 g/cm3 = 0.00281 kg/cm3 (Table 11.1). Weight of displaced Al-Cu W = 12,500(0.00281) = 35.125 kg Fb = Wm -Wc Difference = (35.125 -20) x 9.815 = 148.5 N",186,281
11,11.2,A sand core located inside a mold cavity has a volume of 157.0 in3. It is used in the casting of a cast iron pump housing. Determine the buoyancy force that will tend to lift the core during pouring.,"Solution: Sand density = 0.058 lb/in3 Wc = 157(0.058) = 9.11 lb From Table 13.1, density of cast iron U = 0.26 lb/in3 Wm = 157(0.26) = 40.82 lb Fb = Wm -Wc Fb = 40.82 -9.11 = 31.71 lb",205,183
11,11.3,"Caplets are used to support a sand core inside a sand mold cavity. The design of the caplets and the manner in which they are placed in the mold cavity surface allows each caplet to sustain a force of 10 lb. Several caplets are located beneath the core to support it before pouring; and several other caplets are placed above the core to resist the buoyancy force during pouring. If the volume of the core = 325 in.3, and the metal poured is brass, determine the minimum number of caplets that should be placed (a) beneath the core, and (b) above the core.","Solution: Sand density = 0.058 lb/in3. From Table 11.1, density of brass U = 0.313 lb/in3. , 03-22-09 (a) Wc = 325(0.058) = 18.85 lb At least 2 caplets are required beneath to support the weight of the core. Probably 3 or 4 caplets would be better to achieve stability.  (b) Wm = 325(.313) = 101.73 lb Fb = 101.73 -18.85 = 82.88 lb A total of 9 caplets are required above the core to resist the buoyancy force.",562,410
11,11.4,A sand core used to form the internal surfaces of a steel casting experiences a buoyancy force of 23 kg. The volume of the mold cavity forming the outside surface of the casting = 5000 cm3. What is the weight of the final casting? Ignore considerations of shrinkage.,"Solution: Sand density = 1.6 g/cm3, steel casting density U = 7.82 g/cm3 Fb = Wm -Wc = 7.82V -1.6V = 6.22V = 23 kg = 23,000 g V = 3698 cm3. Cavity volume V = 5000 cm3 Volume of casting V = 5000 -3698 = 1302 cm3. Weight of the final casting W = 1302(7.82) = 10,184 g = 10.184 kg ",272,297
11,11.5,"A horizontal true centrifugal casting operation will be used to make copper tubing. The lengths will be 1.5 m with outside diameter = 15.0 cm, and inside diameter = 12.5 cm. If the rotational speed of the pipe = 1000 rev/min, determine the G-factor.","Solution: From Eq. (11.4), GF = R(N/30)^2/g = 7.5(pi(1000)/30)^2/981 = 83.8",255,71
11,11.6,"A true centrifugal casting operation is to be performed in a horizontal configuration to make cast iron pipe sections. The sections will have a length = 42.0 in, outside diameter = 8.0 in, and wall thickness = 0.50 in. If the rotational speed of the pipe = 500 rev/min, determine the G-factor. Is the operation likely to be successful?","Solution: Using outside wall of casting, R = 0.5(8)/12 = 0.333 ft. v = piRN/30 = pi(0.333)(500)/30 = 17.45 ft/sec. GF = v^2/Rg = (17.45)^2/(0.333 x 32.2) = 28.38 Since the G-factor is less than 60, the rotational speed is not sufficient, and the operation is likely to be unsuccessful.",341,279
11,11.8,"True centrifugal casting is performed horizontally to make large diameter copper tube sections. The tubes have a length = 1.0 m, diameter = 0.25 m, and wall thickness = 15 mm. (a) If the rotational speed of the pipe = 700 rev/min, determine the G-factor on the molten metal. (b) Is the rotational speed sufficient to avoid ""rain?"" (c) What volume of molten metal must be poured into the mold to make the casting if solidification shrinkage and contraction after solidification are considered? Solidification shrinkage for copper = 4.5%, and solid thermal contraction = 7.5%.","Solution: (a) GF = v^2/Rg g = 9.8 m/s2 v = piRN/30 = pi(.125)(700)/30 = 9.163 m/s GF = (9.163)^2/(0.125 x 9.8) = 68.54 (b) G-factor is sufficient for a successful casting operation.  (c) Volume of final product after solidification and cooling is V = (0.25^2 -(0.25-.03)^2)pi x 1.0/4 = 0.25pi(0.25^2 -0.22^2) = 0.011074 m3 Given: solidification shrinkage = 4.5% and solid thermal contraction = 7.5% for copper. Taking these factors into account, Volume of molten metal V = 0.011074/(1 -0.045)(1 -0.075) = 0.01254 m3",580,502
11,11.9,"If a true centrifugal casting operation were to be performed in a space station circling the Earth, how would weightlessness affect the process?","Solution: The mass of molten metal would be unaffected by the absence of gravity, but its weight would be zero. Thus, in the G-factor equation (GF = v2/Rg), GF would theoretically go to infinity if g = 0. Thus, it should be possible to force the metal against the walls of the mold in centrifugal casting without the nuisance of ""raining"" inside the cavity. However, this all assumes that the metal is inside the mold and rotating with it. In the absence of gravity, there would be a problem in pouring the molten metal into the mold cavity and getting it to adhere to the mold wall as the mold begins to rotate. With no gravity the liquid metal would not be forced against the lower surface of the mold to initiate the centrifugal action.",150,739
11,11.11,"For the steel ring of preceding Problem 11.10(b), determine the volume of molten metal that must be poured into the mold, given that the liquid shrinkage is 0.5%, solidification shrinkage = 3%, and solid contraction after freezing = 7.2%.","Solution: Volume of final casting V = (Ro^ 2-Ri ^2)L = (32.5^2 -30^2)(5) = 2454.4 cm3 Given that the molten metal shrinkage = 0.5%, and from Table 10.1, the solidification shrinkage for steel = 3% and the solid contraction during cooling = 7.2%, the total volumetric contraction is (1-0.005)(1-0.03)(1-0.072) = 0.8957 The required starting volume of molten metal V = 2454.4/(0.8957) = 2740.2 cm3",244,391
11,11.12,"A horizontal true centrifugal casting process is used to make lead pipe for chemical plants. The pipe has length = 0.5 m, outside diameter = 70 mm, and wall thickness = 6.0 mm. Determine the rotational speed that will provide a G-factor = 60.",Solution: D =70mm =0.07 m. g=9.8m/s2 N = 30(2g x GF/D)^.5/pi = 30(2 x 9.8 x 60/.07)^.5/pi= 1237.7 rev/min.,248,103
11,11.16,"The housing for a certain machinery product is made of two components, both aluminum castings. The larger component has the shape of a dish sink, and the second component is a flat cover that is attached to the first component to create an enclosed space for the machinery parts. Sand casting is used to produce the two castings, both of which are plagued by defects in the form of misruns and cold shuts. The foreman complains that the parts are too thin, and that is the reason for the defects. However, it is known that the same components are cast successfully in other foundries. What other explanation can be given for the defects?","Solution: Misruns and cold shuts result from low fluidity. One possible reason for the defects in this case is that the thickness of the casting cross sections is too small. However, given that the casting of these parts is successfully accomplished at other foundries, two other possible explanations are (1) the pouring temperature is too low, and (2) the pouring operation is performed too slowly.",643,400
11,11.17,A large steel sand casting shows the characteristic signs of penetration defect: a surface consisting of a mixture of sand and metal. (a) What steps can be taken to correct the defect? (b) What other possible defects might result from taking each of these steps?,"Solution: (a) What are the possible corrective steps? (1) Reduce pouring temperature. (2) Increase the packing of the mold sand to resist penetration. (3) Treat the mold cavity surface to make it harder. (b) What possible defects might result from each of these steps? In the case of step (1), the risk is for cold shuts and misruns. Steps (2) and (3) would reduce permeability of the sand, thus increasing the risk of sand blows and pin holes.",268,444
13,13.6,"Determine the helix angle A such that the screw pitch p is equal to the screw diameter D. This is called the ""square"" angle in plastics extrusion -the angle that provides a flight advance equal to one diameter for each rotation of the screw.","Solution: Assume flight land = zero. From Eq. (15.4), tan A = pitch/pi*D If pitch = D, then A = tan-1(1/pi) = 17.66",247,111
13,13.7,"An extruder barrel has a diameter of 2.5 in. The screw rotates at 60 rev/min; its channel depth = 0.20 in, and its flight angle = 17.5. The head pressure at the die end of the barrel is 800 lb/in2 and the length of the barrel is 50 in. The viscosity of the polymer melt is 122 x 10-4 lb-sec/in2. Determine the volume flow rate of the plastic in the barrel.",Solution: Qd = 0.52pi^2(2.5)^2(1)(.2)sin 17.5 cos 17.5 = 0.5(12.337)(0.3007)(0.9537) = 1.769 in3/sec Qb = (800)(2.5)(.2)^3(sin 17.5)^2/12(122x10^-4)(50) = 0.621 in3/sec Qx = 1.769 -0.621 = 1.148 in3/sec. ,362,206
13,13.12,"For Problem 13.11, assume the material is acrylic. (a) Using Figure 13.2, determine the temperature of the polymer melt. (b) If the temperature is lowered 20�C, estimate the resulting viscosity of the polymer melt. (Hint: the y-axis of Figure 13.2 is a log scale, not linear).","Solution: (a) When viscosity = 175 Pa-s, Log(175) = 2.243, and temperature is approximately 260�C. (b) At 240�C, Log(viscosity) is approximately 2.7 and viscosity = 10^2.7 = 500 Pa-s. (Note: due to the log scale, small changes in the estimate will result in large changes in viscosity.",282,284
13,13.18,"The specified dimension = 225.00 mm for a certain injection molded part made of ABS. Compute the corresponding dimension to which the mold cavity should be machined, using the value of shrinkage given in Table 13.1.",Solution: S = 0.006 for ABS from Table 13.1. Dc = 225.00 + 225.00(0.006) + 225.00(0.006)2 = 225.00 + 1.35 + 0.0081 = 226.36 mm.,221,127
13,13.19,"The part dimension for a certain injection molded part made of polycarbonate is specified as 3.75 in. Compute the corresponding dimension to which the mold cavity should be machined, using the value of shrinkage given in Table 13.1.",Solution: S = 0.007 for polycarbonate from Table 13.1. Dc = 3.75 + 3.75(0.007) + 3.75 (0.007)^2 = 3.75 + 0.0263 + 0.0002 = 3.7765 in.,238,132
13,13.21,"An injection molded polyethylene part has a dimension of 2.500 in. A new material, polycarbonate, is used in the same mold. What is the expected corresponding dimension of the polycarbonate molding?","Solution: For polyethylene the shrinkage is 0.025 in/in (from Table 13.1). Die Cavity = Dc = Dp + DpS + DpS^2 = 2.500 + 2.500(0.025) + 2.500(0.025)^2 = 2.564 in For polycarbonate, the shrinkage is 0.007 in/in Part dimension = Dc/(1 + S + S^2) = 2.564/(1 + 0.007 + 0.007^2) = 2.546 in Other Molding Operations and Thermoforming",204,322
13,13.22,"The extrusion die for a polyethylene parison used in blow molding has a mean diameter of 18.0 mm. The size of the ring opening in the die is 2.0 mm. The mean diameter of the parison is observed to swell to a size of 21.5mm after exiting the die orifice. If the diameter of the blow molded container is to be 150 mm, determine (a) the corresponding wall thickness of the container and (b) the wall thickness of the parison.",Solution: (a) rs = Dp/Dd = 21.5/18.0 = 1.194 tm = tp Dp/Dm = rstd Dp/Dm = (1.194)(2.0)(21.5)/150.0 = 0.342 mm (b) tp = rs td = (1.194)(2.0) = 2.388 mm,428,150
